longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,predicted
-124.08,40.94,18,1550,345,941,335,2.3147,70100,NEAR OCEAN,,93536
-118.31,34.26,36,1882,453,1005,409,3.8,217100,<1H OCEAN,,230935
-117.29,33.2,16,2150,461,1428,407,2.4754,157300,NEAR OCEAN,,151698
-117.72,33.54,13,4866,812,1909,733,4.9821,244800,<1H OCEAN,,261475.05
-118.46,34.25,33,2202,433,1135,407,4.2143,224200,<1H OCEAN,,215082
-120.73,39.63,17,1791,356,432,190,3.8826,92400,INLAND,,125836
-122.54,38.36,40,2725,531,1167,458,3.7969,202800,<1H OCEAN,,201475
-122.91,39.17,44,202,42,142,39,4.35,68300,INLAND,,173118
-117.27,34.16,32,2894,427,1151,446,6.2236,159700,INLAND,,266079.04
-118.23,33.93,36,501,123,487,118,1.3,87000,<1H OCEAN,,102749
-117.34,34.13,29,331,85,341,107,0.7069,70300,INLAND,,92283
-118.13,33.79,29,2937,524,1132,528,4.6133,500001,NEAR OCEAN,,324153.2
-120.47,34.63,23,2441,463,1392,434,3.7917,142200,NEAR OCEAN,,168863
-119.32,36.2,25,1427,246,772,221,2.2262,64500,INLAND,,71695
-118.4,34.03,24,1101,318,491,287,3.2222,319400,<1H OCEAN,,337841.07
-122.99,39.02,14,1582,301,851,273,3.45,164100,<1H OCEAN,,123775
-117.99,33.72,14,2127,537,1338,475,3.628,188500,<1H OCEAN,,194112
-117.13,32.76,29,2568,682,1191,642,2.1094,162500,NEAR OCEAN,,140978
-117.23,34.51,9,5756,807,2158,758,5.5875,167800,INLAND,,196414
-122.44,37.75,52,2082,425,801,411,4.2708,368900,NEAR BAY,,352690.03
-121.02,37.68,28,2875,560,1608,558,3.5489,106400,INLAND,,119490
-117.97,33.71,26,2553,405,1337,411,5.3737,252900,<1H OCEAN,,248226
-119.3,34.42,18,5591,1042,2860,1026,3.5822,219900,NEAR OCEAN,,277732.08
-117.87,33.84,10,3381,729,1584,636,5.3812,235400,<1H OCEAN,,268270
-122.4,37.71,47,1649,328,1183,356,3.3625,223700,NEAR BAY,,225722
-120.98,37.66,33,1959,342,984,356,4.5208,114200,INLAND,,155995
-117.61,34.34,18,5210,912,1301,464,4.8623,176900,INLAND,,176323
-121.81,37.99,18,2807,445,1315,437,4.8194,170400,INLAND,,148179
-122.67,38.44,29,2551,448,1165,456,4.3587,196400,<1H OCEAN,,244120
-118.3,34.07,36,2657,738,2274,723,3.425,281700,<1H OCEAN,,296725.03
-119.71,36.81,19,2282,550,1034,500,1.6618,69700,INLAND,,73763
-121.88,37.34,44,1267,353,1018,327,2.4196,194400,<1H OCEAN,,190670
-116.93,32.81,18,2447,466,1573,472,2.6429,125400,<1H OCEAN,,146324
-121.01,37.33,17,1926,410,1054,321,1.6214,71500,INLAND,,110969
-123.2,39.13,26,1474,417,1065,401,1.375,84400,<1H OCEAN,,112399
-116.87,32.72,13,3268,491,1431,503,5.7652,259900,<1H OCEAN,,245861
-122.48,37.51,22,1564,278,761,270,4.7578,318500,NEAR OCEAN,,397275.02
-118.44,34.25,35,1583,324,1481,351,3.7,176000,<1H OCEAN,,159403
-120.33,34.87,24,2590,404,1093,338,3.9375,341200,<1H OCEAN,,212122.03
-118.34,33.91,8,3937,1404,2691,1142,2.4741,185700,<1H OCEAN,,194835.01
-118.68,34.08,18,102,17,55,21,3.9934,500001,NEAR OCEAN,,359460.18
-118.46,34.05,25,4077,1151,1719,1017,3.7721,337500,<1H OCEAN,,426931.33
-116.95,33.76,10,6890,1702,3141,1451,1.7079,95900,INLAND,,93271
-121.22,37.79,36,1052,221,712,212,1.7228,105000,INLAND,,88261
-118.15,34.04,44,647,142,457,143,3.6875,162500,<1H OCEAN,,206230
-117.7,33.6,26,2283,506,634,469,2.3774,74300,<1H OCEAN,,117983.01
-118.1,34.16,46,2863,513,1412,498,5.3272,330200,INLAND,,349402
-121.48,38.61,18,1511,315,1062,304,2.3438,89400,INLAND,,103273
-121.7,37.93,10,3258,612,1779,558,4.6587,152500,INLAND,,204551
-122.28,37.82,52,1387,341,1074,304,1.2171,80300,NEAR BAY,,106388.01
-121.8,38,34,2738,475,1316,459,3.5368,122500,INLAND,,123956
-121.92,37.25,36,3874,656,1826,639,4.9662,258500,<1H OCEAN,,257745.02
-122.41,37.79,52,5783,2747,4518,2538,1.724,225000,NEAR BAY,,296412.13
-121.58,37.03,16,3120,685,2383,681,3.5551,198600,INLAND,,215888
-118.35,34.07,45,7803,2154,3359,2041,3.3594,287500,<1H OCEAN,,343928.17
-122.53,37.5,19,4768,807,2199,805,6.1896,331100,NEAR OCEAN,,381448.13
-117.64,34.09,34,2839,659,1822,631,3.05,121300,INLAND,,122016
-118.3,34.06,33,2437,1283,3906,1084,2.0332,270000,<1H OCEAN,,241952
-117.09,32.71,29,2238,523,2061,504,2.5559,96800,NEAR OCEAN,,109545
-117.9,33.63,28,2370,352,832,347,7.1148,500001,<1H OCEAN,,433493.32
-122.45,37.72,52,1729,319,890,300,4.3036,261800,NEAR BAY,,259624
-118.52,34.21,34,1663,299,762,282,5.1265,211000,<1H OCEAN,,242734
-121.02,37.62,30,1721,399,1878,382,2.5363,83900,INLAND,,91175
-118.29,34.03,27,1084,287,1085,279,2.135,119600,<1H OCEAN,,162058
-121.16,41.78,42,2918,576,1182,440,2.1434,44000,INLAND,,61345
-118.13,33.93,19,1793,447,1222,452,2.6862,195800,<1H OCEAN,,170674
-117.92,33.94,27,4566,620,2045,664,5.583,267700,<1H OCEAN,,263523
-121.03,37.68,20,3204,625,2016,605,2.6567,110400,INLAND,,118764
-118.42,34.01,42,1700,438,997,436,2.9213,305000,<1H OCEAN,,359418.06
-117.27,33.06,7,3686,733,1612,672,3.197,367100,NEAR OCEAN,,192556
-121.64,36.68,16,6568,1603,6012,1565,2.3463,156100,<1H OCEAN,,144250
-119.65,36.37,4,3725,783,1478,600,3.5486,148000,INLAND,,97494
-117.31,34.51,18,2704,698,1611,597,2.0243,82300,INLAND,,90571
-117.99,33.66,14,3155,653,951,575,3.0625,268800,<1H OCEAN,,200563
-118.09,33.92,31,1983,419,1157,390,3.5455,168300,<1H OCEAN,,181757
-121.02,36.24,12,2198,507,1971,502,2.6801,100000,<1H OCEAN,,148536
-118.07,33.9,42,1007,224,776,228,3.8672,162700,<1H OCEAN,,171171
-122.27,37.84,52,2436,541,1015,478,1.725,113900,NEAR BAY,,152368
-122.25,37.5,44,348,79,154,73,4.7708,253800,NEAR OCEAN,,310389.01
-118.42,34.15,31,1861,430,736,360,5.2853,355900,<1H OCEAN,,419151.25
-121.08,37.69,19,6473,1212,3559,1123,3.2246,129300,INLAND,,149564
-122.32,40.57,15,2524,449,1374,467,3.3816,93800,INLAND,,112070
-122.45,37.69,17,2359,501,884,504,3.0625,87500,NEAR OCEAN,,248590
-122.68,38.4,32,2826,627,1767,628,3.1047,141400,<1H OCEAN,,172998
-118.25,34.12,11,1281,418,1584,330,2.8889,153100,<1H OCEAN,,194409
-120.46,34.64,11,562,164,504,147,2.0161,118800,NEAR OCEAN,,149344.01
-118.28,34.02,46,1098,426,1510,374,2.1382,156300,<1H OCEAN,,123559
-117.34,33.16,24,1006,277,610,246,2.25,187500,NEAR OCEAN,,192943
-120.97,37.84,28,2368,430,1231,403,2.883,141900,INLAND,,116550
-117.25,32.79,37,1467,442,651,354,2.375,340400,NEAR OCEAN,,248934
-121.64,36.72,17,4203,816,2900,827,4.1742,159900,<1H OCEAN,,213606
-118.47,34.25,21,2692,477,1330,456,4.5417,238900,<1H OCEAN,,238848.02
-117.14,32.72,43,1073,344,660,279,2.0529,168800,NEAR OCEAN,,144264
-118.15,34.02,43,2172,605,2386,597,2.8239,150600,<1H OCEAN,,167550
-117.29,33.13,4,617,105,224,105,3.9205,183000,NEAR OCEAN,,217413.1
-117.96,33.78,33,1520,,658,242,4.875,269300,<1H OCEAN,,218346.02
-122.81,38.08,19,1615,366,815,337,3.4609,238800,NEAR OCEAN,,230404
-117.78,33.85,16,3781,504,1665,499,7.2554,335600,<1H OCEAN,,312373
-117.89,34.1,34,2048,411,1456,416,3.125,168600,<1H OCEAN,,165132
-122.16,37.74,46,1029,181,567,211,3.4844,129500,NEAR BAY,,150511
-122.12,37.16,32,1602,317,752,275,5.1664,185100,NEAR OCEAN,,341896.08
-118.09,33.98,37,1226,255,1068,271,3.1607,172200,<1H OCEAN,,160065
-118.18,33.98,30,1735,573,2237,545,2.3444,156100,<1H OCEAN,,157310
-117.91,34.06,29,3250,521,1382,513,5.112,218300,<1H OCEAN,,232070
-117.68,34.15,24,1033,189,486,204,4.1719,213500,INLAND,,166633
-118.3,34.05,34,1453,588,1987,589,2.096,187500,<1H OCEAN,,189063
-121.88,37.43,17,3469,896,2762,808,3.3884,245800,<1H OCEAN,,212490
-122.48,37.76,52,3260,653,1594,632,4.4094,336100,NEAR BAY,,348777.06
-119.8,36.72,19,1334,336,1171,319,1.0481,48500,INLAND,,54252.99
-123.22,39.16,29,6121,1222,3595,1189,2.631,109600,<1H OCEAN,,129370
-119.17,34.17,21,2361,464,1146,396,3.6597,195100,NEAR OCEAN,,223343.02
-120.32,38.71,13,1115,255,86,32,3.5667,115600,INLAND,,132115
-119.64,36.56,34,576,117,363,97,2.0658,92500,INLAND,,70423
-117.84,35.54,11,1751,316,765,296,5.0762,98000,INLAND,,120240
-122.1,38.24,13,7367,1042,3193,983,5.3102,195000,NEAR BAY,,209958
-122.27,37.32,37,2607,534,1346,507,5.3951,277700,NEAR OCEAN,,374977.05
-118.1,33.89,35,994,203,602,185,3.5865,178000,<1H OCEAN,,178445
-117.02,32.75,33,3296,537,1345,556,5.2835,217100,<1H OCEAN,,194209
-117.32,34.12,37,2868,574,2055,563,2.3508,70500,INLAND,,81382
-121.42,38.62,41,1087,272,462,219,2.0224,64900,INLAND,,93161
-118.15,34.11,39,2618,582,1314,532,3.5875,309300,<1H OCEAN,,277664.02
-118.14,33.91,34,2011,472,1087,423,3.0465,187800,<1H OCEAN,,210690
-122.37,37.58,43,2506,432,967,428,4.7404,500001,NEAR OCEAN,,394054.04
-117.13,32.9,15,2785,644,1798,630,3.7156,175200,<1H OCEAN,,155900
-120.25,37.11,20,2062,466,1285,456,1.5319,50500,INLAND,,72838
-117.27,32.85,26,1373,,608,268,4.425,475000,NEAR OCEAN,,311218.14
-118.32,34.19,37,1335,249,485,240,4.1731,352100,<1H OCEAN,,246998.02
-118.3,33.78,35,2572,504,1172,519,4.6207,304100,<1H OCEAN,,278494.02
-121.2,38.73,11,4897,636,1931,616,7.7499,334800,INLAND,,269262
-121.9,36.61,29,3412,827,1574,759,2.9309,217100,NEAR OCEAN,,230427
-117.14,32.92,15,3242,595,1936,593,4.9706,184700,<1H OCEAN,,203532
-118.36,34.16,32,2455,556,989,493,4.0764,325000,<1H OCEAN,,339494.09
-117.89,33.92,17,2936,555,1381,535,5.4617,190300,<1H OCEAN,,286489
-121.48,38.56,50,1587,448,877,380,2.0833,94300,INLAND,,91481
-119.05,35.36,16,4507,1049,2261,959,3.3261,118400,INLAND,,89451
-120.85,37.49,42,264,72,310,70,1.4063,61500,INLAND,,79932
-118.34,34.08,52,1721,195,688,196,15.0001,500001,<1H OCEAN,,500001
-118.1,34.13,44,1745,237,693,248,9.7912,500001,<1H OCEAN,,493185.91
-117.22,33.19,16,3004,656,1948,606,2.7019,216900,<1H OCEAN,,155714
-118.46,34.26,33,1358,247,738,235,5.0947,210300,<1H OCEAN,,225316
-118.36,33.8,38,2553,400,1042,393,6.9742,500001,NEAR OCEAN,,448915.47
-117.08,32.78,21,2919,496,984,443,4.625,222800,NEAR OCEAN,,215003
-116.44,34.12,18,5584,1303,2250,1158,1.5823,72400,INLAND,,76548
-117.68,33.51,4,2428,401,959,386,6.2661,268500,<1H OCEAN,,313684
-118.45,34.04,19,3330,1010,1837,915,3.0173,393800,<1H OCEAN,,337199.03
-119.34,35.6,33,2143,488,1732,509,1.9362,59000,INLAND,,58284
-121.86,37.42,20,5032,808,2695,801,6.6227,264800,<1H OCEAN,,303770.02
-119.98,38.93,25,1262,293,534,226,2.6607,90400,INLAND,,109176
-121.83,39.74,34,3263,604,1290,594,2.575,130300,INLAND,,82445
-118.31,33.96,43,2118,569,1266,500,1.747,121000,<1H OCEAN,,118735
-119.84,36.79,21,3235,648,1820,614,3.3447,71400,INLAND,,93640
-117.93,33.66,18,2043,250,702,246,9.6062,414700,<1H OCEAN,,462818.51
-119.81,36.78,35,1012,245,633,240,2.0324,55500,INLAND,,61210
-121.31,38.97,16,1210,228,726,222,2.7083,82100,INLAND,,117900
-122.13,37.74,41,4400,666,1476,648,5,248900,NEAR BAY,,284945.01
-120.2,34.63,14,2647,515,1487,488,4.4519,227900,NEAR OCEAN,,258581
-117.12,32.75,20,1406,413,850,412,2.3261,114600,NEAR OCEAN,,140411
-121.2,38.28,20,1732,307,999,305,3.9808,160200,INLAND,,147858
-118.46,34.18,27,2582,719,2038,718,3.0877,174200,<1H OCEAN,,222965
-117.77,33.84,5,4380,715,1913,741,6.7274,266400,<1H OCEAN,,302545.01
-117.06,33.02,17,2635,389,994,359,5.8966,261500,<1H OCEAN,,277022
-118.1,34.05,31,3559,734,2975,715,3.756,183300,<1H OCEAN,,193615
-117.95,33.8,34,1654,285,905,292,4.6389,214600,<1H OCEAN,,210737
-118.21,33.81,43,905,199,764,204,3.3214,162200,NEAR OCEAN,,166501
-122.26,37.85,52,2643,626,1212,620,1.9167,159200,NEAR BAY,,184909
-118.05,34.02,31,40,8,25,7,2.125,375000,<1H OCEAN,,197792.04
-118.52,34.18,46,2082,438,1047,393,3.6534,216000,<1H OCEAN,,229855
-120.74,39.39,18,453,117,152,77,1.3523,85700,INLAND,,89147.99
-118.13,33.91,36,1967,316,910,306,4.4948,190600,<1H OCEAN,,217250
-124.1,40.88,35,2987,578,1581,585,2.0657,81100,NEAR OCEAN,,79878
-116.52,33.85,13,7559,1444,3189,1105,3.4886,112500,INLAND,,147260
-121.96,38.36,11,3208,790,1772,694,2.7434,218800,INLAND,,130158
-122.27,37.84,52,1688,337,853,325,2.1806,99700,NEAR BAY,,148304
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,INLAND,,97886
-121.3,37.94,40,452,109,412,97,1.3417,60800,INLAND,,62602
-117.62,33.42,23,2656,515,998,435,4.0294,500001,NEAR OCEAN,,269839.03
-119.63,36.6,33,1589,294,1102,307,1.9676,62400,INLAND,,61033
-118.31,33.99,47,1525,359,982,333,2.0915,126600,<1H OCEAN,,106327
-116.99,32.74,18,3341,611,1952,602,3.9844,215300,<1H OCEAN,,167236
-117.05,33.13,20,7746,2035,5370,1838,2.3762,98500,<1H OCEAN,,143564
-117.98,33.75,37,1264,274,783,273,3.3438,199600,<1H OCEAN,,180067
-118.35,33.8,32,1434,296,672,285,4.875,311700,<1H OCEAN,,338214
-122.02,37.38,43,1261,317,836,333,4.0911,224600,<1H OCEAN,,241218
-117.09,32.79,36,1936,345,861,343,3.8333,170000,NEAR OCEAN,,166637
-117.98,33.95,35,4055,652,1758,639,6.1898,282400,<1H OCEAN,,364079.18
-119.73,34.43,35,2703,654,1383,631,4.5278,340400,NEAR OCEAN,,318769.08
-121.44,38.49,31,4297,788,2083,771,3.3878,109300,INLAND,,105811
-118.2,33.87,26,703,202,757,212,2.525,155500,<1H OCEAN,,149629
-118.14,33.76,37,3242,698,1080,629,3.901,432500,NEAR OCEAN,,431361.37
-122.34,41.06,33,2149,498,631,273,1.8816,65800,INLAND,,69277
-116.89,32.85,15,3560,593,1757,574,5.1185,185300,<1H OCEAN,,190560
-117.97,33.68,26,3653,568,1930,585,5.7301,260900,<1H OCEAN,,257279
-122.1,37.36,32,1433,199,498,201,9.3586,500001,NEAR BAY,,498353.94
-123.25,38.54,27,3658,764,1278,518,3.3536,157500,NEAR OCEAN,,223378
-116.94,32.75,4,14934,2479,6945,2418,5.1221,229700,<1H OCEAN,,232832.01
-117.71,33.63,16,2497,500,1357,456,4.5909,241800,<1H OCEAN,,220470
-117.97,33.82,26,4013,985,2442,922,3.7655,197700,<1H OCEAN,,192077
-122.18,37.77,51,2107,471,1173,438,3.2552,120100,NEAR BAY,,176285
-118.06,33.86,16,5603,938,3045,893,5.0778,293700,<1H OCEAN,,259680
-120.46,37.33,4,786,116,368,109,6.3215,138200,INLAND,,232873
-122.27,37.98,23,3455,479,1375,474,6.0289,218600,NEAR BAY,,298985.04
-118.15,34.59,33,2111,429,1067,397,3.7344,111400,INLAND,,128040
-122.14,37.41,35,2419,426,949,433,6.4588,437100,NEAR BAY,,405039.09
-122.19,37.77,42,932,254,900,263,1.8039,92300,NEAR BAY,,88467
-118.27,34.1,41,3729,740,1364,707,5.7778,412700,<1H OCEAN,,366643.2
-119.69,36.46,29,1702,301,914,280,2.8125,79200,INLAND,,77484
-118.5,34.26,33,2831,510,1340,504,4.8316,237300,<1H OCEAN,,237138
-121.83,37.28,17,3057,606,2030,602,5.2166,230900,<1H OCEAN,,261066
-121.52,39.12,37,102,17,29,14,4.125,72000,INLAND,,120190
-122.41,37.63,37,1252,275,878,287,4.2262,228500,NEAR OCEAN,,269358
-120.88,38.58,8,3417,604,1703,623,4.0827,170700,INLAND,,159240
-118.25,34.14,37,584,260,552,235,1.8235,275000,<1H OCEAN,,214850.01
-122.28,37.75,20,1156,365,583,326,3.1972,100000,NEAR BAY,,244054.05
-116.52,32.9,18,4454,852,1754,656,4.57,189900,INLAND,,196796
-117.91,33.78,33,2729,549,2223,535,4.0362,177900,<1H OCEAN,,193239
-118.37,34.09,24,630,172,257,147,5.5224,400000,<1H OCEAN,,358859.22
-118.23,34.1,46,2483,587,2121,553,2.2788,152900,<1H OCEAN,,160334
-122.41,37.79,52,3610,1286,1504,1047,3.2059,500001,NEAR BAY,,445854.61
-122.08,37.3,30,2268,404,1197,372,7.0813,485300,<1H OCEAN,,435454.4
-121.3,38.13,27,1004,192,470,192,2.8942,116700,INLAND,,114829
-119.63,36.58,22,1794,435,1127,359,1.2647,55300,INLAND,,56683
-120.61,35.1,14,2919,691,1896,577,2.4003,142100,<1H OCEAN,,151509
-117.13,33.89,4,1611,239,275,84,3.5781,244400,INLAND,,153407
-119.79,36.72,19,1719,391,1369,368,1.25,53000,INLAND,,58482
-118.21,34.18,14,2672,335,1113,318,12.1579,500001,<1H OCEAN,,497649.94
-120.93,37.67,6,3491,657,2075,644,3.3844,138500,INLAND,,131290
-120,36.7,33,1902,370,1168,358,2.6852,70800,INLAND,,71895
-122.44,37.8,52,3830,,1310,963,3.4801,500001,NEAR BAY,,468480.68
-118.35,33.97,26,1725,431,1130,404,3.2708,128100,<1H OCEAN,,220225
-119.33,36.89,15,1879,411,755,294,2,83300,INLAND,,81119
-117.95,33.92,11,3127,706,1594,694,4.3426,141300,<1H OCEAN,,202088
-118.35,33.89,25,1769,440,1371,414,3.0833,232700,<1H OCEAN,,230571
-122.42,37.75,52,2112,528,1227,513,3.5536,400000,NEAR BAY,,304935
-121.96,37.71,6,8072,1050,3386,1062,7.2494,336500,<1H OCEAN,,337395
-121.06,37.67,31,906,146,383,129,3.4167,196900,INLAND,,150789
-118.05,34.11,42,3677,627,1779,622,5.1509,426500,INLAND,,395101.01
-117.81,33.64,4,1741,225,811,233,12.3411,500001,<1H OCEAN,,478954.37
-122.37,37.58,52,1900,290,665,276,4.5486,500001,NEAR OCEAN,,420344.18
-122.1,39.47,43,1320,215,512,197,2.4917,77100,INLAND,,74594
-117.69,33.51,4,1223,275,505,244,4.6607,173000,<1H OCEAN,,323287.3
-118.25,34.07,47,2059,618,2033,544,1.9028,217900,<1H OCEAN,,183047
-117.1,34.57,6,5110,1044,1938,724,3.1917,112800,INLAND,,124635
-120.64,35.15,7,7922,1442,2863,1197,4.849,275000,<1H OCEAN,,271769.01
-122.12,37.44,33,1509,303,748,268,4.875,373400,NEAR BAY,,289652.17
-118.39,34.03,19,1450,509,746,437,3.1415,55000,<1H OCEAN,,312667.06
-123.41,40.07,17,449,151,141,53,0.8362,87500,INLAND,,61079.97
-117.39,34.07,26,1387,277,664,239,3.0278,96800,INLAND,,111037
-116.48,33.79,14,9425,2020,1711,1000,2.6298,145200,INLAND,,125251
-121.63,36.71,19,5015,1013,3251,940,3.9818,152900,<1H OCEAN,,221679
-118.33,34.1,30,5293,2446,4123,2127,1.51,187500,<1H OCEAN,,254919.07
-118.49,34.18,31,3073,674,1486,684,4.8984,311700,<1H OCEAN,,271879
-122.49,38.22,33,1486,290,781,274,3.5647,251800,NEAR BAY,,252178.01
-118.14,34.13,16,3569,821,1505,783,4.9167,251100,<1H OCEAN,,330031.11
-118.14,33.97,31,2064,612,2461,573,2.0524,160800,<1H OCEAN,,165191
-117.13,32.75,50,1476,354,698,354,3,168800,NEAR OCEAN,,201413.01
-118.44,34.28,46,11,11,24,13,2.875,162500,<1H OCEAN,,249196.1
-118.16,33.97,30,2419,715,3208,719,2.1743,176000,<1H OCEAN,,164382
-117.47,34.06,33,1379,273,884,229,2.7574,125000,INLAND,,103966
-118.43,34.24,36,1379,265,896,246,4.6827,183800,<1H OCEAN,,201258.02
-120.93,39.9,20,1511,328,791,320,2.0221,70900,INLAND,,78916
-120.97,37.61,16,1326,375,884,375,1.871,103900,INLAND,,120054
-123.01,38.79,32,2697,529,1417,535,3.2546,134100,<1H OCEAN,,159719
-120.6,34.91,44,711,140,384,116,2.1094,73800,NEAR OCEAN,,161550.01
-122.69,38.44,31,1808,315,691,280,3.8583,193200,<1H OCEAN,,179123
-117.33,33.97,8,152,19,1275,20,1.625,162500,INLAND,,127911
-120.38,36.15,17,2279,448,1200,420,2.7461,70000,INLAND,,73785
-117.05,32.76,46,1887,359,795,358,3.25,159600,NEAR OCEAN,,163287
-118.03,34.1,32,2668,609,1512,541,2.9422,233100,INLAND,,195177
-124.14,41.06,32,1020,215,421,198,3.0208,143400,NEAR OCEAN,,93141
-118.22,34.14,52,1388,271,735,239,3.7404,247700,<1H OCEAN,,266836
-118.31,33.72,26,2711,508,1372,459,4.1451,326700,NEAR OCEAN,,322593
-120.71,38.85,8,1877,479,884,323,3.4688,120100,INLAND,,132026
-120.98,39.08,20,4570,906,2125,815,3.0403,148000,INLAND,,127929
-117.78,34.07,18,3610,772,2899,765,3.9784,113500,INLAND,,156891
-118.27,34.06,30,1771,788,2188,764,1.5885,154200,<1H OCEAN,,201466
-118.32,34.01,50,1842,377,817,341,3.1548,157700,<1H OCEAN,,152855
-122.39,38,33,44,6,23,11,4.125,212500,NEAR BAY,,252766.03
-117.9,33.66,4,456,91,623,84,6.6369,192600,<1H OCEAN,,289945.03
-117.24,32.83,18,3109,501,949,368,7.4351,445700,NEAR OCEAN,,365230.04
-121.94,38.27,35,10869,2226,9879,2152,2.5681,81300,INLAND,,115178
-117.15,33.7,2,6305,1265,2489,1152,3.1319,111500,INLAND,,144114
-118.53,34.18,16,7194,1976,3687,1894,3.1887,189300,<1H OCEAN,,212645
-117.99,33.7,25,2017,357,1063,369,4.0345,229400,<1H OCEAN,,218934
-122.43,37.77,52,2714,779,1438,733,3.6031,275000,NEAR BAY,,410831.14
-122.21,37.47,33,1266,415,1991,334,2.92,202800,NEAR OCEAN,,209755
-119.43,36.55,27,1621,323,882,324,2.75,93500,INLAND,,79512
-118.09,34.17,36,2875,552,1131,458,4.3083,269300,INLAND,,301408
-121.4,38.49,12,7290,1283,3960,1248,3.5968,106300,INLAND,,121466
-117.04,32.64,5,2329,542,1213,514,4.0298,225600,NEAR OCEAN,,146349
-119.69,36.25,35,2011,349,970,300,2.395,94100,INLAND,,75754
-119.8,36.74,25,1717,542,1343,471,0.799,51800,INLAND,,63260
-118.36,34.13,36,6871,1180,2216,1130,8.0499,495600,<1H OCEAN,,495511.91
-118.23,34.14,39,277,89,182,91,2.3958,175000,<1H OCEAN,,191106.07
-117.95,33.81,33,1724,291,943,285,5.118,195200,<1H OCEAN,,223013
-119.19,34.28,28,3231,524,1665,540,4.8583,224200,NEAR OCEAN,,242444.01
-121.83,37.34,21,6404,1232,6047,1235,4.2098,193400,<1H OCEAN,,224797.02
-121.93,38.31,25,185,32,85,32,4.875,250000,INLAND,,139585
-119.7,36.3,10,956,201,693,220,2.2895,62000,INLAND,,69312
-122.22,37.85,28,5287,1048,2031,956,5.457,337300,NEAR BAY,,334763.03
-118.36,34.04,48,1769,429,993,405,2.3214,139400,<1H OCEAN,,169942.01
-122.41,37.79,52,6016,2509,3436,2119,2.5166,275000,NEAR BAY,,299421.13
-122.71,37.9,23,1250,257,437,188,3.115,242600,NEAR OCEAN,,370768.03
-120.65,35.27,15,2365,538,1446,490,2.5129,225900,NEAR OCEAN,,200947
-118.36,33.89,40,756,122,371,130,5.0299,329200,<1H OCEAN,,235929.01
-116.12,33.53,17,2421,820,2971,685,1.654,100000,INLAND,,69619
-121,37.66,43,2369,413,944,422,3.2632,138100,INLAND,,133749
-122.46,37.74,51,1905,291,707,284,6.2561,431000,NEAR BAY,,427418.28
-121.24,37.94,5,2232,488,1857,435,2.8705,113600,INLAND,,119421
-121.49,38.55,51,4280,632,1486,621,5.0359,224100,INLAND,,217061
-122.41,37.8,52,1999,642,1846,620,1.9145,225000,NEAR BAY,,254463.04
-118.11,33.83,37,1249,202,517,189,4.4196,223100,<1H OCEAN,,223828
-118.18,33.77,41,2048,601,852,533,2.5726,193800,NEAR OCEAN,,209562
-118.28,34.03,40,2118,796,2195,658,1.7976,164600,<1H OCEAN,,152811
-117.32,34.09,30,1129,251,1034,237,2.3917,78600,INLAND,,86324
-117.32,33.23,24,2580,604,982,569,1.6402,169300,NEAR OCEAN,,185747.08
-117.65,33.6,13,2319,430,1004,380,5.133,316100,<1H OCEAN,,263246.06
-120.7,35.55,10,3979,761,1834,671,3.5,172100,<1H OCEAN,,204912
-116.89,33.92,10,2653,621,1967,598,2.6643,81000,INLAND,,94172
-122.49,37.54,15,3456,545,1527,535,6.3256,368000,NEAR OCEAN,,414187.22
-119.3,38.26,19,3325,660,750,286,2.9509,114800,INLAND,,127014
-121.11,38.04,32,1083,188,471,178,2.9241,187500,INLAND,,113994
-117.87,33.61,25,2267,359,866,348,7.79,500001,<1H OCEAN,,348276.09
-118.28,34.04,19,460,241,890,229,1.6089,162500,<1H OCEAN,,173794.01
-117.78,33.69,16,4702,806,2529,814,5.1299,238900,<1H OCEAN,,241987.01
-118.85,35.2,17,2783,678,2566,641,1.9907,51200,INLAND,,59665
-121.55,38.51,22,2403,431,1088,421,3.9,146900,INLAND,,152620
-118.08,34.11,42,2628,525,1494,523,3.9464,257200,<1H OCEAN,,242331
-121.35,38.6,27,4314,611,1662,575,5.0997,170100,INLAND,,179584
-122.33,37.58,28,2784,736,1534,685,3.38,285400,NEAR OCEAN,,330158
-117.88,33.77,31,2549,355,1044,362,6.9737,288800,<1H OCEAN,,348982.01
-119.84,36.75,34,1186,300,774,271,1.575,57100,INLAND,,54197
-118.29,33.96,32,3508,917,2794,839,1.554,100000,<1H OCEAN,,117278
-117.87,33.88,24,2655,702,1519,708,3.3036,183900,<1H OCEAN,,205334
